"store","websites","attribute_set","type","category_ids","sku","has_options","name","art_no","dimensions","dim_length","width_dim","product_link","url_key","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","meta_title","meta_description","custom_design","page_layout","options_container","gift_message_available","url_path","image","small_image","thumbnail","image_label","small_image_label","thumbnail_label","dim_height","price","special_price","weight","msrp","status","is_recurring","visibility","tax_class_id","inchoo_featured_product","size","homepage_prod","ebizmarts_mark_visited","description","short_description","meta_keyword","custom_layout_update","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites"
"admin","base","Default","simple","","2683x54","0","Ladybug","2683x54","Size 54","","","","ladybug"," ","Use config","Use config","RING-LADYBUG","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman.","","No layout updates","Product Info Column","No","ladybug-739.html","/2/6/2683x2_3.jpg","/2/6/2683x2_3.jpg","/2/6/2683x2_3.jpg","","","","","565.0000","","","","Disabled","No","Catalog, Search","Taxable Goods","0","54","No","No","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman. ","Ring, oksidert","","","","","","","","","5.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Ladybug","0","simple","",""
"admin","base","Default","simple","","2683x56","0","Ladybug","2683x56","Size 56","","","","ladybug"," ","Use config","Use config","RING-LADYBUG","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman.","","No layout updates","Product Info Column","No","ladybug-740.html","/2/6/2683x2_4.jpg","/2/6/2683x2_4.jpg","/2/6/2683x2_4.jpg","","","","","565.0000","","","","Disabled","No","Catalog, Search","Taxable Goods","0","56","No","No","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman. ","Ring, oksidert","","","","","","","","","4.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Ladybug","0","simple","",""
"admin","base","Default","simple","","2683x58","0","Ladybug","2683x58","Size 58","","","","ladybug"," ","Use config","Use config","RING-LADYBUG","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman.","","No layout updates","Product Info Column","No","ladybug-741.html","/2/6/2683x2_5.jpg","/2/6/2683x2_5.jpg","/2/6/2683x2_5.jpg","","","","","565.0000","","","","Disabled","No","Catalog, Search","Taxable Goods","0","58","No","No","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman. ","Ring, oksidert","","","","","","","","","5.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Ladybug","0","simple","",""
"admin","base","Default","configurable","6,20","2685x","1","Ladybug","2685x","","","","","ladybug"," ","Use config","Use config","RING-LADYBUG","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman.","","No layout updates","Product Info Column","No","ladybug-807.html","/2/6/2685x2_2.jpg","/2/6/2685x2_2.jpg","/2/6/2685x2_2.jpg","","","","","1055.0000","","","","Enabled","","Catalog, Search","Taxable Goods","0","","No","No","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman.","Ring, oksidert","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Ladybug","0","configurable","",""
"admin","base","Default","configurable","6,20","2683x","1","Ladybug","2683x","","","","","ladybug"," ","Use config","Use config","RING-LADYBUG","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman.","","No layout updates","Product Info Column","No","ladybug-808.html","/2/6/2683x2_1.jpg","/2/6/2683x2_1.jpg","/2/6/2683x2_1.jpg","","","","","565.0000","","","","Enabled","","Catalog, Search","Taxable Goods","0","","No","No","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman. ","Ring, oksidert","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Ladybug","0","configurable","",""
"admin","base","Default","simple","","2684x52","0","Ladybug","2684x52","Size 52","","","","ladybug"," ","Use config","Use config","RING-LADYBUG","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman.","","No layout updates","Product Info Column","No","ladybug-743.html","/2/6/2684x3_1_6.jpg","/2/6/2684x3_1_6.jpg","/2/6/2684x3_1_6.jpg","","","","","565.0000","","","","Enabled","No","Catalog, Search","Taxable Goods","0","52","No","No","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman. ","Ring, oksidert.
B 2 mm","","","","","","","","","4.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Ladybug","0","simple","",""
"admin","base","Default","simple","","2684x50","0","Ladybug","2684x50","Size 50","","","","ladybug"," ","Use config","Use config","RING-LADYBUG","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman.","","No layout updates","Product Info Column","No","ladybug-744.html","/2/6/2684x3_1_7.jpg","/2/6/2684x3_1_7.jpg","/2/6/2684x3_1_7.jpg","models","models","models","","565.0000","","","","Disabled","No","Catalog, Search","Taxable Goods","0","50","No","No","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman. ","Ring, oksidert.
B 2 mm","","","","","","","","","5.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Ladybug","0","simple","",""
"admin","base","Default","simple","","2684x56","0","Ladybug","2684x56","Size 56","","","","ladybug"," ","Use config","Use config","RING-LADYBUG","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman.","","No layout updates","Product Info Column","No","ladybug-745.html","/2/6/2684x3_1_8.jpg","/2/6/2684x3_1_8.jpg","/2/6/2684x3_1_8.jpg","models","models","models","","565.0000","","","","Disabled","No","Catalog, Search","Taxable Goods","0","56","No","No","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman. ","Ring, oksidert.
B 2 mm","","","","","","","","","5.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","1","1","0.0000","1","0","0","1","1","Ladybug","0","simple","",""
"admin","base","Default","simple","","2684x54","0","Ladybug","2684x54","Size 54","","","","ladybug"," ","Use config","Use config","RING-LADYBUG","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman.","","No layout updates","Product Info Column","No","ladybug-746.html","/2/6/2684x3_1_9.jpg","/2/6/2684x3_1_9.jpg","/2/6/2684x3_1_9.jpg","","","","","565.0000","","","","Disabled","No","Catalog, Search","Taxable Goods","0","54","No","No","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman. ","Ring, oksidert.
B 2 mm","","","","","","","","","5.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Ladybug","0","simple","",""
"admin","base","Default","simple","","2684x58","0","Ladybug","2684x58","Size 58","","","","ladybug"," ","Use config","Use config","RING-LADYBUG","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman.","","No layout updates","Product Info Column","No","ladybug-747.html","/2/6/2684x3_1_10.jpg","/2/6/2684x3_1_10.jpg","/2/6/2684x3_1_10.jpg","","","","","565.0000","","","","Disabled","No","Catalog, Search","Taxable Goods","0","58","No","No","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman. ","Ring, oksidert.
B 2 mm","","","","","","","","","5.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Ladybug","0","simple","",""
"admin","base","Default","configurable","6,20","2684x","1","Ladybug","2684x","","","","","ladybug"," ","Use config","Use config","RING-LADYBUG","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman.","","No layout updates","Product Info Column","No","ladybug-809.html","/2/6/2684x3_1_5.jpg","/2/6/2684x3_1_5.jpg","/2/6/2684x3_1_5.jpg","","","","","565.0000","","","","Enabled","","Catalog, Search","Taxable Goods","0","","No","No","Serien er laga i sølv, og kjem i blank og oksidert overflate.
Dei ulike ringane i denne kolleksjonen er fine å bruke saman. ","Ring, oksidert.
B 2 mm","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Ladybug","0","configurable","",""
"admin","base","Default","simple","","2800x52","0","Kvist","2800x52","Size 52","","","","kvist"," ","Use config","Use config","","","","No layout updates","Product Info Column","No","kvist-4276.html","/2/8/2800x.jpg","/2/8/2800x.jpg","/2/8/2800x.jpg","","","","","565.0000","","","","Enabled","No","Catalog, Search","Taxable Goods","0","52","No","No","I denne serien har vi brukt kvist frå bjørketreet, og resultatet er ei organisk form og eit tidlaust uttrykk.
Serien er laga i sølv.","Ring, oksidert","","","","","","","","","5.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Kvist","0","simple","",""
"admin","base","Default","simple","","2800x54","0","Kvist","2800x54","Str 54","","","","kvist"," ","Use config","Use config","","","","No layout updates","Product Info Column","No","kvist-4152.html","/2/8/2800x_1.jpg","/2/8/2800x_1.jpg","/2/8/2800x_1.jpg","","","","","565.0000","","","","Enabled","No","Catalog, Search","Taxable Goods","0","54","No","No","I denne serien har vi brukt kvist frå bjørketreet, og resultatet er ei organisk form og eit tidlaust uttrykk.
Serien er laga i sølv.","Ring, oksidert","","","","","","","","","3.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Kvist","0","simple","",""
"admin","base","Default","simple","","2800x56","0","Kvist","2800x56","Size 56","","","","kvist"," ","Use config","Use config","","","","No layout updates","Product Info Column","No","kvist-4277.html","/2/8/2800x_1_1.jpg","/2/8/2800x_1_1.jpg","/2/8/2800x_1_1.jpg","","","","","565.0000","","","","Disabled","No","Catalog, Search","Taxable Goods","0","56","No","No","I denne serien har vi brukt kvist frå bjørketreet, og resultatet er ei organisk form og eit tidlaust uttrykk.
Serien er laga i sølv.","Ring, oksidert","","","","","","","","","4.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Kvist","0","simple","",""
"admin","base","Default","simple","","2800x58","0","Kvist","2800x58","Size 58","","","","kvist"," ","Use config","Use config","","","","No layout updates","Product Info Column","No","kvist-4278.html","/2/8/2800x_1_1_1.jpg","/2/8/2800x_1_1_1.jpg","/2/8/2800x_1_1_1.jpg","","","","","565.0000","","","","Enabled","No","Catalog, Search","Taxable Goods","0","58","No","No","I denne serien har vi brukt kvist frå bjørketreet, og resultatet er ei organisk form og eit tidlaust uttrykk.
Serien er laga i sølv.","Ring, oksidert, engagement","","","","","","","","","4.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Kvist","0","simple","",""
"admin","base","Default","simple","","2820s54","0","Fjell","2820s54","Size 54","","","","fjell"," ","Use config","Use config","","","","No layout updates","Product Info Column","No","fjell-3799.html","/2/8/2820s.jpg","/2/8/2820s.jpg","/2/8/2820s.jpg","","","","","745.0000","","","","Enabled","No","Catalog, Search","Taxable Goods","0","54","No","No","Inspirert av fjella i Setesdal, har vi laga kolleksjonen Fjell. Serien er laga i sølv,og har eit sterkt og stilreint uttrykk.","Ring, blank","","","","","","","","","5.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Fjell","0","simple","",""
"admin","base","Default","simple","","2820s56","0","Fjell","2820s56","Size 56","","","","fjell"," ","Use config","Use config","","","","No layout updates","Product Info Column","No","fjell-3798.html","/2/8/2820s_1.jpg","/2/8/2820s_1.jpg","/2/8/2820s_1.jpg","","","","","745.0000","","","","Disabled","No","Catalog, Search","Taxable Goods","0","56","No","No","Inspirert av fjella i Setesdal, har vi laga kolleksjonen Fjell. Serien er laga i sølv,og har eit sterkt og stilreint uttrykk.","Ring, blank","","","","","","","","","6.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Fjell","0","simple","",""
"admin","base","Default","simple","","2820s58","0","Fjell","2820s58","Size 58","","","","fjell"," ","Use config","Use config","","","","No layout updates","Product Info Column","No","fjell-3797.html","/2/8/2820s_1_1.jpg","/2/8/2820s_1_1.jpg","/2/8/2820s_1_1.jpg","","","","","745.0000","","","","Disabled","No","Catalog, Search","Taxable Goods","0","58","No","No","Inspirert av fjella i Setesdal, har vi laga kolleksjonen Fjell. Serien er laga i sølv,og har eit sterkt og stilreint uttrykk.","Ring, blank","","","","","","","","","3.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Fjell","0","simple","",""
"admin","base","Default","configurable","6,8","2800x","1","Kvist","2800x","","","","","kvist"," ","Use config","Use config","","","","No layout updates","Product Info Column","No","kvist-4706.html","/2/8/2800x_2.jpg","/2/8/2800x_2.jpg","/2/8/2800x_2.jpg","","","","","565.0000","","","","Enabled","","Catalog, Search","Taxable Goods","0","","No","No","I denne serien har vi brukt kvist frå bjørketreet, og resultatet er ei organisk form og eit tidlaust uttrykk.
Serien er laga i sølv.","Ring, oksidert","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Kvist","0","configurable","",""
"admin","base","Default","simple","","2800x60","0","Kvist","2800x60","Size 60","","","","kvist"," ","Use config","Use config","","","","No layout updates","Product Info Column","No","kvist-4280.html","/2/8/2800x_1_1_1_1.jpg","/2/8/2800x_1_1_1_1.jpg","/2/8/2800x_1_1_1_1.jpg","","","","","565.0000","","","","Enabled","No","Catalog, Search","Taxable Goods","0","60","No","No","I denne serien har vi brukt kvist frå bjørketreet, og resultatet er ei organisk form og eit tidlaust uttrykk.
Serien er laga i sølv.","Ring, oksidert","","","","","","","","","5.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Kvist","0","simple","",""
"admin","base","Default","configurable","6,13","2820s","1","Fjell","2820s","","","","","fjell"," ","Use config","Use config","","","","No layout updates","Product Info Column","No","fjell-4305.html","/2/8/2820s_3.jpg","/2/8/2820s_3.jpg","/2/8/2820s_3.jpg","","","","","745.0000","","","","Enabled","","Catalog, Search","Taxable Goods","0","","No","No","Inspirert av fjella i Setesdal, har vi laga kolleksjonen Fjell. Serien er laga i sølv,og har eit sterkt og stilreint uttrykk.","Ring, blank","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Fjell","0","configurable","",""
"admin","base","Default","simple","","2820x54","0","Fjell","2820x54","Size 54","","","","fjell"," ","Use config","Use config","","","","No layout updates","Product Info Column","No","fjell-3794.html","/2/8/2820x_4.jpg","/2/8/2820x_4.jpg","/2/8/2820x_4.jpg","","","","","745.0000","","","","Enabled","No","Catalog, Search","Taxable Goods","0","54","No","No","Inspirert av fjella i Setesdal, har vi laga kolleksjonen Fjell. Serien er laga i sølv,og har eit sterkt og stilreint uttrykk.","Ring, oksidert","","","","","","","","","6.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Fjell","0","simple","",""
"admin","base","Default","simple","","2820x56","0","Fjell","2820x56","Size 56","","","","fjell"," ","Use config","Use config","","","","No layout updates","Product Info Column","No","fjell-3793.html","/2/8/2820x_4_1.jpg","/2/8/2820x_4_1.jpg","/2/8/2820x_4_1.jpg","","","","","745.0000","","","","Disabled","No","Catalog, Search","Taxable Goods","0","56","No","No","Inspirert av fjella i Setesdal, har vi laga kolleksjonen Fjell. Serien er laga i sølv,og har eit sterkt og stilreint uttrykk.","Ring, oksidert","","","","","","","","","5.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Fjell","0","simple","",""
